109.9	10
110.1	8
110.3	19
110.4	12
110.6	17
110.7	18
110.9	15
111	10
111.2	11
111.3	7
111.5	11
111.6	22
111.7	14
111.8	18
112	25
112.1	22
112.2	16
112.3	15
112.4	15
112.5	15
112.6	13
112.7	21
112.8	14
112.9	21
113	19
113.1	10
113.2	15
113.3	19
113.3	20
113.4	14
113.5	24
113.6	18
113.6	21
113.7	22
113.8	13
113.9	16
113.9	21
114	18
114.1	19
114.1	15
114.2	17
114.2	11
114.3	13
114.4	12
114.4	14
114.5	14
114.6	18
114.6	19
114.7	19
114.8	17
114.8	22
114.9	21
115	17
115	16
115.1	20
115.2	18
115.2	16
115.3	15
115.4	18
115.4	16
115.5	19
115.6	11
115.7	24
115.7	16
115.8	22
115.9	24
116	17
116	18
116.1	20
116.2	20
116.3	26
116.4	23
116.5	22
116.6	13
116.7	17
116.8	18
116.9	19
117	17
117.1	21
117.2	33
117.3	22
117.4	21
117.5	17
117.6	26
117.7	14
117.8	21
117.9	22
118	25
118.2	25
118.3	22
118.4	37
118.5	24
118.7	27
118.8	26
118.9	31
119	27
119.2	20
119.3	17
119.5	20
119.6	25
119.7	27
119.9	35
120	22
120.2	26
120.3	23
120.5	28
120.6	23
120.8	26
120.9	34
121.1	27
121.2	30
121.4	27
121.5	35
121.7	36
121.8	24
122	30
122.2	33
122.3	28
122.5	44
122.7	44
122.8	38
123	25
123.2	36
123.4	33
123.5	39
123.7	45
123.9	50
124	35
124.2	55
124.4	50
124.6	35
124.8	43
124.9	33
125.1	41
125.3	38
125.5	46
125.6	57
125.8	47
126	43
126.2	60
126.4	48
126.5	58
126.7	61
126.9	60
127.1	63
127.3	57
127.5	66
127.6	67
127.8	77
128	75
128.2	88
128.4	74
128.6	74
128.8	86
128.9	100
129.1	86
129.3	100
129.5	97
129.7	111
129.9	97
130.1	105
130.3	118
130.4	103
130.6	130
130.8	121
131	125
131.2	146
131.4	152
131.6	132
131.8	132
131.9	160
132.1	166
132.3	153
132.5	172
132.7	157
132.8	197
133.1	207
133.2	186
133.4	189
133.6	227
133.8	206
134	207
134.2	216
134.3	233
134.5	224
134.7	259
134.9	262
135.1	297
135.3	301
135.5	267
135.7	300
135.8	306
136	305
136.2	348
136.4	337
136.6	335
136.8	362
137	362
137.2	381
137.3	363
137.5	423
137.7	360
137.9	412
138.1	422
138.3	412
138.4	445
138.6	478
138.8	481
139	510
139.2	486
139.4	525
139.6	546
139.8	521
139.9	612
140.1	585
140.3	555
140.5	588
140.7	594
140.9	599
141.1	684
141.3	625
141.4	649
141.6	716
141.8	687
142	698
142.2	706
142.4	691
142.6	737
142.8	690
142.9	782
143.1	763
143.3	774
143.5	829
143.7	810
143.9	876
144.1	913
144.2	869
144.4	846
144.6	902
144.8	884
145	966
145.2	936
145.3	923
145.5	959
145.7	964
145.9	1003
146.1	1029
146.3	984
146.5	1032
146.7	1047
146.8	1112
147	1089
147.2	1120
147.4	1118
147.6	1097
147.8	1105
147.9	1124
148.1	1065
148.3	1178
148.5	1090
148.7	1132
148.9	1128
149.1	1135
149.2	1170
149.4	1136
149.6	1181
149.8	1098
150	1148
150.2	1149
150.4	1083
150.5	1112
150.7	1100
150.9	1128
151.1	1068
151.3	1096
151.5	1142
151.7	1092
151.8	1035
152	1034
152.2	1003
152.4	1002
152.6	1031
152.8	944
152.9	889
153.1	919
153.3	911
153.5	902
153.7	803
153.8	858
154	768
154.2	731
154.4	768
154.6	649
154.8	645
155	639
155.1	582
155.3	585
155.5	550
155.7	556
155.9	501
156.1	493
156.3	495
156.4	482
156.6	416
156.8	394
157	354
157.2	346
157.4	346
157.5	285
157.7	304
157.9	242
158.1	242
158.3	227
158.5	247
158.7	241
158.8	225
159	207
159.2	173
159.4	175
159.6	163
159.8	163
159.9	191
160.1	128
160.3	136
160.5	127
160.7	129
160.8	112
161	112
161.2	98
161.4	103
161.6	104
161.8	112
161.9	80
162.1	90
162.3	100
162.5	94
162.7	77
162.8	79
163	83
163.2	87
163.4	79
163.6	94
163.8	80
163.9	100
164.1	73
164.3	70
164.5	84
164.7	73
164.8	61
165	68
165.2	64
165.4	83
165.6	80
165.8	62
165.9	73
166.1	67
166.3	69
166.5	77
166.7	82
166.8	95
167	79
167.2	64
167.4	91
167.6	87
167.7	71
167.9	103
168.1	81
168.3	93
168.5	86
168.6	83
168.8	69
169	91
169.2	87
169.4	79
169.5	82
169.7	84
169.9	95
170.1	82
170.3	99
170.4	90
170.6	81
170.8	93
171	83
171.2	104
171.3	116
171.5	92
171.7	122
171.9	82
172.1	120
172.2	88
172.4	103
172.6	102
172.8	112
172.9	108
173.1	112
173.3	116
173.5	100
173.7	113
173.8	106
174	119
174.2	95
174.4	119
174.6	117
174.7	111
174.9	114
175.1	131
175.3	132
175.4	125
175.6	122
175.8	112
176	137
176.2	110
176.3	128
176.5	118
176.7	130
176.9	112
177.2	110
177.3	139
177.5	122
177.7	157
177.8	135
178	128
178.2	128
178.4	143
178.6	121
178.7	138
178.9	100
179.1	121
179.3	126
179.4	138
179.6	129
179.8	113
180	117
180.2	120
180.3	139
180.5	120
180.7	120
180.9	128
181	133
181.2	138
181.4	111
181.6	109
181.7	112
181.9	109
182.1	112
182.3	123
182.4	108
182.6	116
182.8	97
183	105
183.1	109
183.3	97
183.5	92
183.7	108
183.8	100
184	96
184.2	99
184.4	106
184.5	105
184.7	125
184.9	85
185.1	90
185.2	71
185.4	89
185.6	71
185.8	96
185.9	84
186.1	59
186.3	73
186.4	86
186.6	72
186.8	74
187	70
187.2	87
187.3	73
187.5	84
187.7	56
187.8	64
188	60
188.2	63
188.4	63
188.6	56
188.7	59
188.9	51
189.1	50
189.3	51
189.4	53
189.6	61
189.8	51
189.9	56
190.1	48
190.3	45
190.4	42
190.6	51
190.8	38
191	36
191.2	50
191.3	49
191.5	52
191.7	40
191.8	37
192	67
192.2	36
192.4	50
192.5	34
192.7	21
192.9	51
193	41
193.2	38
193.4	28
193.6	41
193.7	40
193.9	39
194.1	38
194.2	40
194.4	40
194.6	39
194.8	26
194.9	40
195.1	24
195.3	28
195.5	32
195.6	30
195.8	23
196	42
196.1	40
196.3	43
196.5	39
196.7	29
196.8	35
197	39
197.2	39
197.3	30
197.4	23
197.6	38
